Beer_Name,ABV,IBU,Style,Ounces,Name.y,City,State
Pomegranate Wheat (2008),0.047,NA,Fruit / Vegetable Beer,12,Matt Brewing Company,Utica, NY
Blueberry Blonde Ale,0.05,12,American Blonde Ale,12,Matt Brewing Company,Utica, NY
Saranac White IPA,0.06,NA,American IPA,12,Matt Brewing Company,Utica, NY
Saranac Summer Ale (2011),0.047,NA,American Pale Wheat Ale,12,Matt Brewing Company,Utica, NY
Saranac Pale Ale (12 oz.),0.055,NA,English Pale Ale,12,Matt Brewing Company,Utica, NY
Saranac Pale Ale (16 oz.),0.055,NA,English Pale Ale,16,Matt Brewing Company,Utica, NY
Porch Rocker,0.045,8,Radler,12,Boston Beer Company,Boston, MA
Rebel IPA,0.065,45,American IPA,16,Boston Beer Company,Boston, MA
Cold Snap,0.055,NA,Witbier,12,Boston Beer Company,Boston, MA
Samuel Adams Winter Lager,0.056,NA,Bock,12,Boston Beer Company,Boston, MA
Boston Lager,0.049,30,Vienna Lager,16,Boston Beer Company,Boston, MA
Boston Lager,0.049,30,Vienna Lager,12,Boston Beer Company,Boston, MA
Samuel Adams Octoberfest,0.053,15,Märzen / Oktoberfest,12,Boston Beer Company,Boston, MA
Samuel Adams Summer Ale,0.053,7,American Pale Wheat Ale,12,Boston Beer Company,Boston, MA
Boston Lager,0.049,30,Vienna Lager,12,Boston Beer Company,Boston, MA
Hopsmith Pale Lager,0.06,NA,American Pale Lager,16,Old Forge Brewing Company,Danville, PA
Falling Down Brown Ale,0.065,65,American Brown Ale,16,Old Forge Brewing Company,Danville, PA
Resolution Rye Stout,0.068,NA,American Stout,16,Old Forge Brewing Company,Danville, PA
Plowshare Porter,0.055,NA,American Porter,16,Old Forge Brewing Company,Danville, PA
Old Forge Pumpkin Ale,0.046,20,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA
Endless Sun Ale,0.045,NA,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
Celestial Blonde Ale,0.065,NA,American Blonde Ale,16,Old Forge Brewing Company,Danville, PA
Overbite IPA,0.075,NA,American IPA,16,Old Forge Brewing Company,Danville, PA
T-Rail Pale Ale,0.055,NA,American Pale Ale (APA),16,Old Forge Brewing Company,Danville, PA
Endless Summer Ale (2011),0.048,NA,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
Squatters Full Suspension Pale Ale,0.04,NA,American Pale Ale (APA),12,Utah Brewers Cooperative,Salt Lake City, UT
Squatters Hop Rising Double IPA,0.09,75,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Devastator Double Bock,0.08,NA,Doppelbock,12,Utah Brewers Cooperative,Salt Lake City, UT
Wasatch Ghostrider White IPA,0.06,NA,American White IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Wasatch Ghostrider White IPA (2014),0.06,NA,American White IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Wasatch Apricot Hefeweizen,0.04,NA,Fruit / Vegetable Beer,12,Utah Brewers Cooperative,Salt Lake City, UT
Squatters Hop Rising Double IPA (2014),0.09,75,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Squatters Full Suspension Pale Ale,0.04,NA,American Pale Ale (APA),12,Utah Brewers Cooperative,Salt Lake City, UT
#9,0.051,20,Fruit / Vegetable Beer,16,Magic Hat Brewing Company,South Burlington, VT
Elder Betty,0.055,13,Hefeweizen,12,Magic Hat Brewing Company,South Burlington, VT
#9,0.051,20,Fruit / Vegetable Beer,12,Magic Hat Brewing Company,South Burlington, VT
Quarter Mile Double IPA,0.08,80,American Double / Imperial IPA,12,Blue Hills Brewery,Canton, MA
Marblehead,0.055,NA,American Amber / Red Ale,16,Night Shift Brewing,Everett, MA
Hoptopus Double IPA,0.088,108,American Double / Imperial IPA,16,Beach Brewing Company,Virginia Beach, VA
Rodeo Rye Pale Ale,0.042,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Outlaw IPA,0.062,65,American IPA,12,Payette Brewing Company,Garden City, ID
North Fork Lager,0.044,NA,American Pale Lager,12,Payette Brewing Company,Garden City, ID
Payette Pale Ale,0.048,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Mutton Buster,0.055,25,American Brown Ale,12,Payette Brewing Company,Garden City, ID
"You're My Boy, Blue",0.05,NA,Fruit / Vegetable Beer,12,Brew Bus Brewing,Tampa, FL
Last Stop IPA,0.072,60,American IPA,12,Brew Bus Brewing,Tampa, FL
Rollin Dirty Red Ale,0.05,21,Irish Red Ale,12,Brew Bus Brewing,Tampa, FL
Are Wheat There Yet?,0.055,28,American Pale Wheat Ale,12,Brew Bus Brewing,Tampa, FL
Thanksgiving Ale,0.05,NA,Kölsch,12,Sockeye Brewing Company,Boise, ID
Double Dagger Imperial IPA,0.092,NA,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,0.063,100,American IPA,12,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,0.063,100,American IPA,12,Sockeye Brewing Company,Boise, ID
Socktoberfest,0.06,NA,Märzen / Oktoberfest,16,Sockeye Brewing Company,Boise, ID
Hopnoxious Imperial IPA,0.079,NA,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID
Barrel Aged Seven Devils Imperial Stout,0.099,NA,American Double / Imperial Stout,12,Sockeye Brewing Company,Boise, ID
Boise Co-Op Two Score Ale,0.055,NA,Saison / Farmhouse Ale,16,Sockeye Brewing Company,Boise, ID
Sockeye Belgian Style Summer Ale,0.05,NA,Witbier,16,Sockeye Brewing Company,Boise, ID
Sockeye Maibock,0.064,NA,Maibock / Helles Bock,12,Sockeye Brewing Company,Boise, ID
Old Devil's Tooth,0.099,100,American Barleywine,12,Sockeye Brewing Company,Boise, ID
Galena Golden,0.043,NA,American Blonde Ale,12,Sockeye Brewing Company,Boise, ID
Hell-Diver Pale Ale,0.052,32,American Pale Ale (APA),12,Sockeye Brewing Company,Boise, ID
Woolybugger Wheat,0.046,12,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise, ID
Power House Porter,0.057,NA,American Porter,12,Sockeye Brewing Company,Boise, ID
Winterfest,0.084,90,American Strong Ale,16,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,0.063,100,American IPA,12,Sockeye Brewing Company,Boise, ID
Black Bay Milk Stout,0.05,NA,Milk / Sweet Stout,12,Pine Street Brewery,San Francisco, CA
Atom Splitter Pale Ale,0.05,NA,American Pale Ale (APA),12,Pine Street Brewery,San Francisco, CA
Filthy Hoppin' IPA,0.065,72,American IPA,16,Dirty Bucket Brewing Company,Woodinville, WA
Thunder Ann,0.055,37,American Pale Ale (APA),12,Jackalope Brewing Company,Nashville, TN
Iron Butt Red Ale,0.058,39,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian, ID
Initial Point India Pale Ale,0.071,92,American IPA,12,Slanted Rock Brewing Company,Meridian, ID
Hot Date Ale,0.06,20,Chile Beer,16,Piney River Brewing Company,Bucryus, MO
Masked Bandit IPA,0.07,NA,American Black Ale,16,Piney River Brewing Company,Bucryus, MO
Sweet Potato Ale,0.06,24,Fruit / Vegetable Beer,16,Piney River Brewing Company,Bucryus, MO
Float Trip Ale,0.045,18,American Blonde Ale,16,Piney River Brewing Company,Bucryus, MO
Old Tom Porter,0.055,25,American Porter,16,Piney River Brewing Company,Bucryus, MO
Black Walnut Wheat,0.045,18,American Dark Wheat Ale,16,Piney River Brewing Company,Bucryus, MO
McKinney Eddy Amber Ale,0.055,20,American Amber / Red Ale,16,Piney River Brewing Company,Bucryus, MO
Missouri Mule India Pale Ale,0.07,70,American IPA,16,Piney River Brewing Company,Bucryus, MO
Lost River Blonde Ale,0.049,NA,American Blonde Ale,16,Cutters Brewing Company,Avon, IN
Monon Wheat,0.054,NA,Witbier,16,Cutters Brewing Company,Avon, IN
Floyd's Folly,0.08,NA,Scottish Ale,16,Cutters Brewing Company,Avon, IN
Half Court IPA,0.063,NA,American IPA,16,Cutters Brewing Company,Avon, IN
Appreciation Ale,NA,NA,American IPA,16,Iron Hill Brewery & Restaurant,Wilmington, DE
Toughcats IPA,0.072,NA,American IPA,16,Marshall Wharf Brewing Company,Belfast, ME
Tug Pale Ale,0.05,NA,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
Sexy Chaos,0.099,NA,Russian Imperial Stout,16,Marshall Wharf Brewing Company,Belfast, ME
Ace Hole American Pale Ale,0.063,NA,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
Cant Dog Imperial Pale Ale,0.097,NA,American Double / Imperial IPA,16,Marshall Wharf Brewing Company,Belfast, ME
All Nighter Ale,0.045,NA,Extra Special / Strong Bitter (ESB),12,Banner Beer Company,Williamsburg, MA
Banner American Rye,0.045,20,Rye Beer,12,Banner Beer Company,Williamsburg, MA
Banner American Ale,0.035,45,American Amber / Red Ale,12,Banner Beer Company,Williamsburg, MA
12 Man Pale Ale,0.045,NA,American Pale Ale (APA),12,Dick's Brewing Company,Centralia, WA
Jacaranada Rye IPA,0.067,60,American IPA,16,Claremont Craft Ales,Claremont, CA
Lil SIPA,0.05,55,American IPA,16,Rivertown Brewing Company,Lockland, OH
Hop Bomber Rye Pale Ale,0.055,60,American Pale Ale (APA),16,Rivertown Brewing Company,Lockland, OH
Voodoo Love Child,0.092,25,Tripel,12,Voodoo Brewery,Meadville, PA
White Magick of the Sun,0.079,23,Witbier,12,Voodoo Brewery,Meadville, PA
Wynona's Big Brown Ale,0.075,31,American Brown Ale,12,Voodoo Brewery,Meadville, PA
Gran Met,0.092,25,Belgian Strong Pale Ale,12,Voodoo Brewery,Meadville, PA
Good Vibes IPA,0.073,85,American IPA,12,Voodoo Brewery,Meadville, PA
Pilzilla,0.075,85,American Double / Imperial Pilsner,12,Voodoo Brewery,Meadville, PA
Geary's Pale Ale,0.045,NA,English Pale Ale,12,D.L. Geary Brewing Company,Portland, ME
Geary's Summer Ale,0.06,NA,Kölsch,12,D.L. Geary Brewing Company,Portland, ME
GreyBeard™ IPA,0.069,51,American IPA,12,Pisgah Brewing Company,Black Mountain, NC
Pisgah Pale Ale,0.057,31,American Pale Ale (APA),12,Pisgah Brewing Company,Black Mountain, NC
County Line IPA,0.066,NA,American IPA,12,Neshaminy Creek Brewing Company,Croydon, PA
Trauger Pilsner,0.048,NA,German Pilsener,12,Neshaminy Creek Brewing Company,Croydon, PA
When Helles Freezes Over,0.056,18,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis, MO
Morgan Street Oktoberfest,0.049,24,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis, MO
Honey Wheat,0.047,14,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO
Black Bear Dark Lager,0.046,24,Schwarzbier,12,Morgan Street Brewery,Saint Louis, MO
Golden Pilsner,0.05,35,German Pilsener,12,Morgan Street Brewery,Saint Louis, MO
Heyoka IPA,0.07,NA,American IPA,16,Half Acre Beer Company,Chicago, IL
Guest Lager,0.08,NA,American Double / Imperial Pilsner,16,Half Acre Beer Company,Chicago, IL
Pony Pilsner,0.057,NA,German Pilsener,16,Half Acre Beer Company,Chicago, IL
Akari Shogun American Wheat Ale,0.055,NA,American Pale Wheat Ale,16,Half Acre Beer Company,Chicago, IL
Meat Wave,0.06,NA,English India Pale Ale (IPA),16,Half Acre Beer Company,Chicago, IL
Over Ale,0.06,NA,American Brown Ale,16,Half Acre Beer Company,Chicago, IL
Gossamer Golden Ale,0.042,NA,American Blonde Ale,16,Half Acre Beer Company,Chicago, IL
Daisy Cutter Pale Ale,0.052,NA,American Pale Ale (APA),16,Half Acre Beer Company,Chicago, IL
Just IPA,0.046,45,American IPA,12,The Just Beer Project,Burlington, VT
Bronx Summer Pale Ale,0.052,16,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY
Bronx Black Pale Ale,0.057,46,American Black Ale,16,The Bronx Brewery,Bronx, NY
Bronx Pale Ale,0.063,50,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY
Dead Armadillo Amber Ale,0.063,37,American Amber / Red Ale,12,Dead Armadillo Craft Brewing,Tulsa, OK
Farmer Ted's Cream Ale,0.056,NA,Cream Ale,12,Catawba Brewing Company,Morganton, NC
Firewater India Pale Ale,0.052,NA,American IPA,12,Catawba Brewing Company,Morganton, NC
White Zombie Ale,0.047,NA,Witbier,12,Catawba Brewing Company,Morganton, NC
King Winterbolt Winter Ale,0.07,NA,Winter Warmer,12,Catawba Brewing Company,Morganton, NC
White Zombie Ale,0.047,NA,Witbier,12,Catawba Brewing Company,Morganton, NC
Firewater India Pale Ale,0.052,NA,American IPA,12,Catawba Brewing Company,Morganton, NC
Farmer Ted's Farmhouse Cream Ale,0.056,NA,Cream Ale,12,Catawba Brewing Company,Morganton, NC
A Slice of Hefen,0.054,15,Hefeweizen,16,La Cumbre Brewing Company,Albuquerque, NM
Elevated IPA,0.072,100,American IPA,16,La Cumbre Brewing Company,Albuquerque, NM
Sprocket Blonde Ale (2006),0.05,NA,American Blonde Ale,12,David's Ale Works,Diamond Springs, CA
Sprocket Pale Ale (2006),0.05,NA,American Pale Ale (APA),12,David's Ale Works,Diamond Springs, CA
Curious Traveler Shandy,0.044,NA,Shandy,12,The Traveler Beer Company,Burlington, VT
Iron Horse Pale Ale,0.05,32,American Pale Ale (APA),12,Fargo Brewing Company,Fargo, ND
Stone's Throw IPA,0.045,19,Scottish Ale,12,Fargo Brewing Company,Fargo, ND
Wood Chipper India Pale Ale,0.067,70,American IPA,12,Fargo Brewing Company,Fargo, ND
Big Sky IPA,0.062,65,American IPA,12,Big Sky Brewing Company,Missoula, MT
Scape Goat Pale Ale,0.05,40,English Pale Ale,12,Big Sky Brewing Company,Missoula, MT
Montana Trout Slayer Ale,0.05,35,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT
Moose Drool Brown Ale,0.051,26,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT
Powder Hound Winter Ale,0.072,60,English Strong Ale,12,Big Sky Brewing Company,Missoula, MT
Moose Drool Brown Ale (2011),0.051,26,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT
Montana Trout Slayer Ale (2012),0.05,35,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT
Big Sky IPA (2012),0.062,65,American IPA,12,Big Sky Brewing Company,Missoula, MT
Summer Honey,0.047,NA,American Blonde Ale,12,Big Sky Brewing Company,Missoula, MT
Scape Goat Pale Ale (2010),0.05,40,English Pale Ale,12,Big Sky Brewing Company,Missoula, MT
Montana Trout Slayer Ale (2009),0.05,35,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT
Moose Drool Brown Ale (2009),0.051,26,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT
Wick For Brains,0.061,11,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE
Nebraska India Pale Ale,0.065,65,American IPA,12,Nebraska Brewing Company,Papillion, NE
EOS Hefeweizen,0.048,10,Hefeweizen,12,Nebraska Brewing Company,Papillion, NE
Brunette Nut Brown Ale,0.048,15,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE
Cardinal Pale Ale,0.057,29,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE
Uncle John's Apple Cherry Cider,0.065,NA,Cider,16,Uncle John's Fruit House Winery,St. John's, MI
Uncle John's Apricot Apple Cider,0.065,NA,Cider,16,Uncle John's Fruit House Winery,St. John's, MI
Draught Hard Apple Cider,0.065,NA,Cider,16,Uncle John's Fruit House Winery,St. John's, MI
Be Hoppy IPA,0.065,69,American IPA,16,Wormtown Brewery,Worcester, MA
Category 3 IPA,0.061,64,American IPA,12,Due South Brewing Company,Boynton Beach, FL
Hula Hoppie Session IPA,0.048,NA,American IPA,12,Palisade Brewing Company,Palisade, CO
Dirty Hippie Dark Wheat,0.053,NA,American Dark Wheat Ale,12,Palisade Brewing Company,Palisade, CO
KelSo Nut Brown Lager,0.057,19,Euro Dark Lager,12,KelSo Beer Company,Brooklyn, NY
KelSo India Pale Ale,0.06,64,American IPA,12,KelSo Beer Company,Brooklyn, NY
KelSo Pilsner,0.055,23,Czech Pilsener,12,KelSo Beer Company,Brooklyn, NY
The Great Return,0.075,70,American IPA,16,Hardywood Park Craft Brewery,Richmond, VA
Hardywood Cream Ale,0.044,18,Cream Ale,12,Hardywood Park Craft Brewery,Richmond, VA
Capital Trail Pale Ale,0.056,55,American Pale Ale (APA),12,Hardywood Park Craft Brewery,Richmond, VA
Troopers Alley IPA,0.059,135,American IPA,12,Wolf Hills Brewing Company,Abingdon, VA
Madra Allta,0.064,95,American IPA,12,Lavery Brewing Company,Erie, PA
Duluchan India Pale Ale,0.056,70,American IPA,12,Lavery Brewing Company,Erie, PA
Chaotic Double IPA,0.099,93,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee, CA
Manzanita IPA,0.08,88,American IPA,12,Manzanita Brewing Company,Santee, CA
Riverwalk Blonde Ale,0.06,25,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA
Gillespie Brown Ale,0.095,49,American Brown Ale,12,Manzanita Brewing Company,Santee, CA
Manzanita Pale Ale,0.066,44,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA
Cack-A-Lacky,0.05,NA,American Pale Ale (APA),12,Fullsteam Brewery,Durham, NC
Leprechaun Lager,0.04,NA,American Pale Lager,12,Four Horsemen Brewing Company,South Bend, IN
White Cap White IPA,0.042,NA,American White IPA,16,Hinterland Brewery,Green Bay, WI
Chai Ale,0.051,15,Herbed / Spiced Beer,16,Central Coast Brewing Company,San Luis Obispo, CA
Lucky Day IPA,0.072,85,American IPA,16,Central Coast Brewing Company,San Luis Obispo, CA
Terrace Hill Double IPA,0.095,99,American Double / Imperial IPA,16,Central Coast Brewing Company,San Luis Obispo, CA
Catch 23,0.075,77,American Black Ale,16,Central Coast Brewing Company,San Luis Obispo, CA
Westfield Octoberfest,0.057,22,Märzen / Oktoberfest,12,Westfield River Brewing Company,Westfield, MA
Pop's Old Fashioned Lager,0.052,NA,American Amber / Red Lager,12,Westfield River Brewing Company,Westfield, MA
Charlie in the Rye,0.058,55,American IPA,12,Westfield River Brewing Company,Westfield, MA
Bleeding Buckeye Red Ale,0.057,NA,Extra Special / Strong Bitter (ESB),16,Elevator Brewing Company,Columbus, OH
Aslan Kölsch,0.048,NA,Kölsch,16,Aslan Brewing Company,Bellingham, WA
Aslan IPA,0.077,NA,American IPA,16,Aslan Brewing Company,Bellingham, WA
Aslan Amber,0.077,NA,American Amber / Red Ale,16,Aslan Brewing Company,Bellingham, WA
Bellingham Beer Week 2013 Collaboration,0.08,NA,Belgian Strong Dark Ale,16,Kulshan Brewery,Bellingham, WA
Local 5 Pale Ale,0.056,NA,American Pale Ale (APA),16,Pikes Peak Brewing Company,Monument, CO
Devils Head Red Ale,0.073,NA,American Amber / Red Ale,16,Pikes Peak Brewing Company,Monument, CO
Elephant Rock IPA,0.07,75,American IPA,12,Pikes Peak Brewing Company,Monument, CO
Festivus (1),0.072,NA,Winter Warmer,12,Manayunk Brewing Company,Philadelphia, PA
Manayunk Oktoberfest,0.067,NA,Märzen / Oktoberfest,12,Manayunk Brewing Company,Philadelphia, PA
Belgian Style Session Ale,0.045,21,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA
Manayunk IPA,0.055,NA,American IPA,12,Manayunk Brewing Company,Philadelphia, PA
Yunkin' Punkin',0.055,NA,Pumpkin Ale,12,Manayunk Brewing Company,Philadelphia, PA
Summer Paradise,0.05,18,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA
Monk from the 'Yunk,0.09,30,Tripel,12,Manayunk Brewing Company,Philadelphia, PA
Schuylkill Punch,0.06,14,Fruit / Vegetable Beer,12,Manayunk Brewing Company,Philadelphia, PA
Dreamin' Double IPA,0.085,85,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia, PA
Cleveland Beer Week 2013,0.053,NA,Munich Helles Lager,16,Buckeye Brewing,Cleveland, OH
Lift Off IPA,0.072,NA,American IPA,16,Daredevil Brewing Company,Shelbyville, IN
Jam Session,0.051,31,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC
Hop Drop 'N Roll IPA,0.072,80,American IPA,16,NoDa Brewing Company,Charlotte, NC
Pumpkin Beast,0.062,17,Pumpkin Ale,12,Aviator Brewing Company,Fuquay-Varina, NC
OktoberBeast,0.072,22,Märzen / Oktoberfest,12,Aviator Brewing Company,Fuquay-Varina, NC
Mad Beach,0.048,23,American Pale Wheat Ale,12,Aviator Brewing Company,Fuquay-Varina, NC
Hog Wild India Pale Ale,0.067,NA,American IPA,12,Aviator Brewing Company,Fuquay-Varina, NC
Devils Tramping Ground Tripel,0.092,5,Tripel,12,Aviator Brewing Company,Fuquay-Varina, NC
Hot Rod Red,0.061,41,American Amber / Red Ale,12,Aviator Brewing Company,Fuquay-Varina, NC
Hop Slayer Double IPA,0.082,100,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington, IL
Pumpkin Ale,0.045,NA,Pumpkin Ale,12,Wild Onion Brewing Company,Lake Barrington, IL
Big Bowl Blonde Ale,0.05,NA,American Brown Ale,12,Wild Onion Brewing Company,Lake Barrington, IL
Phat Chance,0.052,27,American Blonde Ale,12,Wild Onion Brewing Company,Lake Barrington, IL
Hop Slayer Double IPA (2011),0.082,100,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington, IL
Hop Slayer Double IPA (2011),0.082,100,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington, IL
Wild Onion Summer Wit,0.042,13,Witbier,12,Wild Onion Brewing Company,Lake Barrington, IL
Jack Stout,0.06,23,Oatmeal Stout,12,Wild Onion Brewing Company,Lake Barrington, IL
Wild Onion Pumpkin Ale (2010),0.045,NA,Pumpkin Ale,12,Wild Onion Brewing Company,Lake Barrington, IL
Paddy Pale Ale,0.056,41,American Pale Ale (APA),12,Wild Onion Brewing Company,Lake Barrington, IL
The 12th Can™,0.045,32,American Pale Ale (APA),16,Hilliard's Beer,Seattle, WA
